verb	verb_present	verb_past
nitpick	nitpicks	nitpicked
nitrate	nitrates	nitrated
nitrify	nitrifies	nitrified
nitrocarburize	nitrocarburizes	nitrocarburized
nitrogenate	nitrogenates	nitrogenated
nitrogenise	nitrogenises	nitrogenised
nitrogenize	nitrogenizes	nitrogenized
nitrosate	nitrosates	nitrosated
nitrosylate	nitrosylates	nitrosylated
nix	nixes	nixed
nixtamalize	nixtamalizes	nixtamalized
nob	nob	ed
nobble	nobbles	nobbled
nobblerize	nobblerizes	nobblerized
nobilify	nobilifies	nobilified
nobilitate	nobilitates	nobilitated
nock	nocks	nocked
noctivagate	noctivagates	noctivagated
nod	nods	nodded
nodulate	nodulates	nodulated
nog	nogs	nogged
noint	noints	nointed
noise	noises	noised
nom	noms	nommed
nomadize	nomadizes	nomadized
nominalise	nominalises	nominalised
nominalize	nominalizes	nominalized
nominate	nominates	nominated
nonconcur	nonconcurs	nonconcurred
nonconform	nonconforms	nonconformed
nonplus	nonplusses	nonplussed
nonpros	nonprosses	nonprossed
nonsense	nonsenses	nonsensed
nonsensify	nonsensifies	nonsensified
nonsuit	nonsuits	nonsuited
noodge	noodges	noodged
noodle	noodles	noodled
noogie	noogies	noogied
noon	noons	nooned
noose	nooses	noosed
nop	nops	nopped
nope	nopes	noped
norm	norms	normed
normalise	normalises	normalised
normalize	normalizes	normalized
normativize	normativizes	normativized
norn	norns	norned
north	norths	northed
nose	noses	nosed
nosedive	nosedives	nosedived
nosegrind	nosegrinds	nosegrinded
nosel	nosels	noseled
noseprint	noseprints	noseprinted
noseride	noserides	noserode
nosh	noshes	noshed
nostalgize	nostalgizes	nostalgized
nostrificate	nostrificates	nostrificated
nostrify	nostrifies	nostrified
notarise	notarises	notarised
notarize	notarizes	notarized
notate	notates	notated
notch	notches	notched
note	notes	noted
notice	notices	noticed
notify	notifies	notified
nott	notts	notted
nought	noughts	noughted
noun	nouns	nouned
nounize	nounizes	nounized
nourish	nourishes	nourished
noursle	noursles	noursled
nousle	nousles	nousled
novate	novates	novated
novelise	novelises	novelised
novelize	novelizes	novelized
noy	noys	noyed
nub	nubs	nubbed
nubble	nubbles	nubbled
nubilate	nubilates	nubilated
nuclearise	nuclearises	nuclearised
nuclearize	nuclearizes	nuclearized
nucleate	nucleates	nucleated
nuddle	nuddles	nuddled
nudge	nudges	nudged
nudle	nudles	nudled
nudzh	nudzhes	nudzhed
nuke	nukes	nuked
null	nulls	nulled
nullify	nullifies	nullified
numb	numbs	numbed
number	numbers	numbered
numerate	numerates	numerated
numericise	numericises	numericised
numericize	numericizes	numericized
nuncle	nuncles	nuncled
nuncupate	nuncupates	nuncupated
nurdle	nurdles	nurdled
nurl	nurls	nurled
nurn	nurns	nurned
nurse	nurses	nursed
nursemaid	nursemaids	nursemaided
nursle	nursles	nursled
nurstle	nurstles	nurstled
nurture	nurtures	nurtured
nustle	nustles	nustled
nut	nuts	nutted
nutate	nutates	nutated
nutcrack	nutcracks	nutcracked
nutmeg	nutmegs	nutmegged
nutrify	nutrifies	nutrified
nutshell	nutshells	nutshelled
nutshot	nutshots	nutshot
nuzzle	nuzzles	nuzzled
nymshift	nymshifts	nymshifted
o'erleap	o'erleaps	o'erleaped
oar	oars	oared
oath	oaths	oathed
obambulate	obambulates	obambulated
obduce	obduces	obduced
obduct	obducts	obducted
obdure	obdures	obdured
obelise	obelises	obelised
obelize	obelizes	obelized
obesify	obesifies	obesifying
obey	obeys	obeyed
obfirm	obfirms	obfirmed
obfuscate	obfuscates	obfuscated
obfusticate	obfusticates	obfusticated
object	objects	objected
objectify	objectifies	objectified
objectivate	objectivates	objectivated
objectivize	objectivizes	objectivized
objectize	objectizes	objectized
objurgate	objurgates	objurgated
oblectate	oblectates	oblectated
obligate	obligates	obligated
oblige	obliges	obliged
oblique	obliques	obliqued
obliterate	obliterates	obliterated
obliviate	obliviates	obliviated
oblivion	oblivions	oblivioned
obnubilate	obnubilates	obnubilateed
obolize	obolizes	obolized
obrogate	obrogates	obrogated
obscure	obscures	obscured
obsecrate	obsecrates	obsecrated
observe	observes	observed
obsess	obsesses	obsessed
obsign	obsigns	obsigned
obsignate	obsignates	obsignated
obsolesce	obsolesces	obsolesced
obsolete	obsoletes	obsoleted
obstetricate	obstetricates	obstetricated
obstipate	obstipates	obstipated
obstruct	obstructs	obstructed
obstupefy	obstupefies	obstupefied
obtain	obtains	obtained
obtemper	obtempers	obtempered
obtemperate	obtemperates	obtemperated
obtend	obtends	obtended
obtest	obtests	obtested
obtrude	obtrudes	obtruded
obtruncate	obtruncates	obtruncated
obtund	obtunds	obtunded
obturate	obturates	obturated
obumbrate	obumbrates	obumbrated
obvert	obverts	obverted
obviate	obviates	obviated
occasion	occasions	occasioned
occasionate	occasionates	occasionated
occlude	occludes	occluded
occult	occults	occulted
occupate	occupates	occupated
occupy	occupies	occupied
occur	occurs	occurred
ochre	ochres	ochred
ocker	ockers	ockered
octuple	octuples	octupled
odize	odizes	odized
odorise	odorises	odorised
odorize	odorizes	odorized
oedipalize	oedipalizes	oedipalized
oestruate	oestruates	oestruated
off	offs	offed
offbear	offbears	offbore
offboard	offboards	offboarded
offcap	offcaps	offcapped
offcast	offcasts	offcast
offcut	offcuts	offcut
offend	offends	offended
offer	offers	offered
offhold	offholds	offheld
officer	officers	officered
officialise	officialises	officialised
officialize	officializes	officialized
officiate	officiates	officiated
offlead	offleads	offled
offload	offloads	offloaded
offre	offres	offred
offsaddle	offsaddles	offsaddled
offset	offsets	offset
offshore	offshores	offshored
offsmite	offsmites	offsmote
offsplit	offsplits	offsplit
offstand	offstands	offstood
offtake	offtakes	offtook
offuscate	offuscates	offuscated
ogle	ogles	ogled
oh	ohs	ohed
oil	oils	oiled
oink	oinks	oinked
oint	oints	ointed
okay	okays	okayed
oker	okers	okered
olden	oldens	oldened
oligarchise	oligarchises	oligarchised
oligarchize	oligarchizes	oligarchized
oligomerize	oligomerizes	oligomerized
oligopolize	oligopolizes	oligopolized
ollie	ollies	ollied
omen	omens	omened
ominate	ominates	ominated
omit	omits	omitted
omnibus	omnibusses	omnibussed
omnify	omnifies	omnified
on	ons	oned
oncome	oncomes	oncame
onde	ondes	onded
one	ones	oned
onerate	onerates	onerated
onfall	onfalls	onfell
onfang	onfangs	onfanged
onforward	onforwards	onforwarded
onhold	onholds	onheld
onlap	onlaps	onlapped
onlead	onleads	onled
onlook	onlooks	onlooked
onpass	onpasses	onpassed
onsell	onsells	onsold
onsend	onsends	onsent
onset	onsets	onset
onshore	onshores	onshored
ontake	ontakes	ontook
ooh	oohs	oohed
oompah	oompahs	oompahed
oooh	ooohs	ooohed
oop	oops	ooped
ooze	oozes	oozed
op	ops	opped
opacate	opacates	opacated
opacify	opacifies	opacified
opalesce	opalesces	opalesced
opalise	opalises	opalised
opalize	opalizes	opalized
opaque	opaques	opaqued
ope	opes	oped
open	opens	opened
operate	operates	operated
operationalise	operationalises	operationalised
operationalize	operationalizes	operationalized
opiate	opiates	opiated
opine	opines	opined
opiniate	opiniates	opiniated
opinion	opinions	opinioned
opinionate	opinionates	opinionated
opinionize	opinionizes	opinionized
oppignerate	oppignerates	oppignerated
oppilate	oppilates	oppilated
oppone	oppones	opponed
oppose	opposes	opposed
opposit	opposits	opposited
oppress	oppresses	oppressed
oppugn	oppugns	oppugned
opsonise	opsonises	opsonised
opsonize	opsonizes	opsonized
opt	opts	opted
optate	optates	optated
optimise	optimises	optimised
optimize	optimizes	optimized
option	options	optioned
oracle	oracles	oracled
orange	oranges	oranged
orate	orates	orated
oration	orations	orationed
oratorize	oratorizes	oratorized
orb	orbs	orbed
orbit	orbits	orbited
orchestrate	orchestrates	orchestrated
ordain	ordains	ordained
order	orders	ordered
ordinate	ordinates	ordinated
ordre	ordres	ordred
organ	organs	organed
organise	organises	organised
organize	organizes	organized
orgasm	orgasms	orgasmed
orient	orients	oriented
orientalise	orientalises	orientalised
orientalize	orientalizes	orientalized
orientate	orientates	orientated
orienteer	orienteers	orienteered
originate	originates	originated
ormolu	ormolus	ormolued
orn	orns	orned
ornament	ornaments	ornamented
ornate	ornates	ornated
orphan	orphans	orphaned
orphanize	orphanizes	orphanized
ort	orts	orted
orthogonalise	orthogonalises	orthogonalised
orthogonalize	orthogonalizes	orthogonalized
orthographize	orthographizes	orthographized
orthonormalize	orthonormalizes	orthonormalized
orthorectify	orthorectifies	orthorectified
oscillate	oscillates	oscillated
oscitate	oscitates	oscitated
osculate	osculates	osculated
osmoregulate	osmoregulates	osmoregulated
osmose	osmoses	osmosed
osmote	osmotes	osmoted
osseointegrate	osseointegrates	osseointegrated
ossify	ossifies	ossified
ostend	ostends	ostended
ostentate	ostentates	ostentated
ostracise	ostracises	ostracised
ostracize	ostracizes	ostracized
other	others	othered
otherize	otherizes	otherized
ought	ought	-
ouse	ouses	oused
oust	ousts	ousted
out	outs	outed
outachieve	outachieves	outachieved
outact	outacts	outacted
outargue	outargues	outargued
outask	outasks	outasked
outbabble	outbabbles	outbabbled
outbake	outbakes	outbaked
outbalance	outbalances	outbalanced
outbar	outbars	outbarred
outbattle	outbattles	outbattled
outbear	outbears	outbore
outbeg	outbegs	outbegged
outbid	outbids	outbid
outblush	outblushes	outblushed
outboast	outboasts	outboasted
outboob	outboobs	outboobed
outborrow	outborrows	outborrowed
outbow	outbows	outbowed
outbowl	outbowls	outbowled
outbox	outboxes	outboxed
outbrag	outbrags	outbragged
outbrain	outbrains	outbrained
outbrave	outbraves	outbraved
outbray	outbrays	outbrayed
outbrazen	outbrazens	outbrazened
outbreak	outbreaks	outbroke
outbreast	outbreasts	outbreasted
outbreathe	outbreathes	outbreathed
outbreed	outbreeds	outbred
outbribe	outbribes	outbribed
outbring	outbrings	outbrought
outbud	outbuds	outbudded
outbuild	outbuilds	outbuilt
outburn	outburns	outburned
outburp	outburps	outburped
outburst	outbursts	outburst
outbutt	outbutts	outbutted
outbuy	outbuys	outbought
outcampaign	outcampaigns	outcampaigned
outcant	outcants	outcanted
outcast	outcasts	outcast
outcaste	outcastes	outcasted
outcharm	outcharms	outcharmed
outcheat	outcheats	outcheated
outcheer	outcheers	outcheered
outclass	outclasses	outclassed
outclimb	outclimbs	outclimbed
outcoach	outcoaches	outcoached
outcompass	outcompasses	outcompassed
outcompete	outcompetes	outcompeted
outcon	outcons	outconned
outcool	outcools	outcooled
outcouple	outcouples	outcoupled
outcrack	outcracks	outcracked
outcrafty	outcrafties	outcraftied
outcreep	outcreeps	outcrept
outcrop	outcrops	outcropped
outcross	outcrosses	outcrossed
outcry	outcries	outcried
outcut	outcuts	outcut
outdance	outdances	outdanced
outdare	outdares	outdared
outdate	outdates	outdated
outdazzle	outdazzles	outdazzled
outdent	outdents	outdented
outdistance	outdistances	outdistanced
outdo	outdoes	outdid
outdraw	outdraws	outdrew
outdream	outdreams	outdreamed
outdress	outdresses	outdressed
outdrink	outdrinks	outdrank
outdrive	outdrives	outdrove
outduel	outduels	outdueled
outdwell	outdwells	outdwelt
outearn	outearns	outearned
outeat	outeats	outate
outen	outens	outened
outengineer	outengineers	outengineered
outexecute	outexecutes	outexecuted
outface	outfaces	outfaced
outfall	outfalls	outfell
outfart	outfarts	outfarted
outfawn	outfawns	outfawned
outfeat	outfeats	outfeated
outfence	outfences	outfenced
outfight	outfights	outfought
outfind	outfinds	outfound
outfinesse	outfinesses	outfinessed
outfire	outfires	outfired
outfish	outfishes	outfished
outfit	outfits	outfitted
outflank	outflanks	outflanked
outflatter	outflatters	outflattered
outfling	outflings	outflung
outflow	outflows	outflowed
outflux	outfluxes	outfluxed
outfly	outflies	outflew
outfool	outfools	outfooled
outfoot	outfoots	outfooted
outfox	outfoxes	outfoxed
outframe	outframes	outframed
outfrown	outfrowns	outfrowned
outfuck	outfucks	outfucked
outgain	outgains	outgained
outgallop	outgallops	outgalloped
outgas	outgases	outgassed
outgaze	outgazes	outgazed
outgeneral	outgenerals	outgeneralled
outgive	outgives	outgave
outglare	outglares	outglared
outglow	outglows	outglowed
outgo	outgoes	outwent
outgreen	outgreens	outgreened
outgross	outgrosses	outgrossed
outgrow	outgrows	outgrew
outguess	outguesses	outguessed
outgun	outguns	outgunned
outgush	outgushes	outgushed
outhale	outhales	outhaled
outhandle	outhandles	outhandled
outherod	outherods	outheroded
outhire	outhires	outhired
outhit	outhits	outhit
outhold	outholds	outheld
outhustle	outhustles	outhustled
outjest	outjests	outjested
outjuggle	outjuggles	outjuggled
outjump	outjumps	outjumped
outken	outkens	outkenned
outkick	outkicks	outkicked
outkill	outkills	outkilled
outkiss	outkisses	outkissed
outlabour	outlabours	outlaboured
outlast	outlasts	outlasted
outlaugh	outlaughs	outlaughed
outlaw	outlaws	outlawed
outlay	outlays	outlaid
outlead	outleads	outled
outleap	outleaps	outleapt
outlearn	outlearns	outlearned
outlick	outlicks	outlicked
outlie	outlies	outlay
outlift	outlifts	outlifted
outline	outlines	outlined
outlitigate	outlitigates	outlitigated
outlive	outlives	outlived
outlook	outlooks	outlooked
outlove	outloves	outloved
outlustre	outlustres	outlustred
outman	outmans	outmanned
outmanage	outmanages	outmanaged
outmaneuver	outmaneuvers	outmaneuvered
outmanoeuvre	outmanoeuvres	outmanoeuvred
outmantle	outmantles	outmantled
outmanœuver	outmanœuvers	outmanœuvered
outmanœuvre	outmanœuvres	outmanœuvred
outmarch	outmarches	outmarched
outmatch	outmatches	outmatched
outmeasure	outmeasures	outmeasured
outmetal	outmetals	outmetalled
outmode	outmodes	outmoded
outmount	outmounts	outmounted
outmuscle	outmuscles	outmuscled
outname	outnames	outnamed
outnice	outnices	outniced
outnigger	outniggers	outniggered
outnim	outnims	outnam
outnoise	outnoises	outnoised
outnumber	outnumbers	outnumbered
outorganize	outorganizes	outorganized
outpace	outpaces	outpaced
outpaint	outpaints	outpainted
outpass	outpasses	outpassed
outpeer	outpeers	outpeered
outperform	outperforms	outperformed
outpiss	outpisses	outpissed
outpitch	outpitches	outpitched
outplace	outplaces	outplaced
outplay	outplays	outplayed
outpoint	outpoints	outpointed
outpoise	outpoises	outpoised
outpoll	outpolls	outpolled
outpour	outpours	outpoured
outpower	outpowers	outpowered
outpray	outprays	outprayed
outpreach	outpreaches	outpreached
outprice	outprices	outpriced
outprize	outprizes	outprized
outproduce	outproduces	outproduced
outpsych	outpsychs	outpsyched
outpunch	outpunches	outpunched
output	outputs	output
outputt	outputts	outputted
outqualify	outqualifys	outqualifyed
outquench	outquenches	outquenched
outrace	outraces	outraced
outrage	outrages	outraged
outraise	outraises	outraised
outrange	outranges	outranged
outrank	outranks	outranked
outrate	outrates	outrated
outray	outrays	outrayed
outreach	outreaches	outreached
outreason	outreasons	outreasoned
outrebound	outrebounds	outrebounded
outreckon	outreckons	outreckoned
outreign	outreigns	outreigned
outreport	outreports	outreported
outride	outrides	outrode
outright	outrights	outrighted
outring	outrings	outrang
outrival	outrivals	outrivalled
outrive	outrives	outrove
outroar	outroars	outroared
outromance	outromances	outromanced
outroot	outroots	outrooted
outrun	outruns	outran
outrush	outrushes	outrushed
outsail	outsails	outsailed
outsave	outsaves	outsaved
outscent	outscents	outscented
outscold	outscolds	outscolded
outscore	outscores	outscored
outscorn	outscorns	outscorned
outscout	outscouts	outscouted
outscream	outscreams	outscreamed
outsee	outsees	outsaw
outseek	outseeks	outsought
outsell	outsells	outsold
outsend	outsends	outsent
outserve	outserves	outserved
outshine	outshines	outshone
outshoot	outshoots	outshot
outshop	outshops	outshopped
